"Year Level","Qualification","Region","Academic Year","Typical Level Flag","Cumulative Year Attainment Rate - Excellence Endorsement","Current Year Attainment Rate - Excellence Endorsement","Cumulative Year Attainment Rate - Merit Endorsement","Current Year Attainment Rate - Merit Endorsement","Cumulative Year Attainment Rate - No Endorsement","Current Year Attainment Rate - No Endorsement","Cumulative Year Attainment - Excellence Endorsement","Current Year Attainment - Excellence Endorsement","Cumulative Year Attainment - Merit Endorsement","Current Year Attainment - Merit Endorsement","Cumulative Year Attainment - No Endorsement","Current Year Attainment - No Endorsement","Cumulative Year Attainment","Current Year Attainment","Total Student Count","Cohort Warning"
"12","NCEA Level 3","Canterbury","2020","0","0.161","0.167","0.161","0.167","0.679","0.667","9","9","9","9","38","36","56","54","6793",""
"12","NCEA Level 3","Canterbury","2021","0","0.14","0.154","0.105","0.115","0.754","0.731","8","8","6","6","43","38","57","52","6874",""
"12","NCEA Level 3","Canterbury","2022","0","0.133","0.141","0.133","0.141","0.733","0.718","10","10","10","10","55","51","75","71","6781",""
"12","NCEA Level 3","Canterbury","2023","0","0.079","0.083","0.145","0.153","0.776","0.764","6","6","11","11","59","55","76","72","7243",""
"12","NCEA Level 3","Canterbury","2024","0","0.159","0.176","0.171","0.162","0.671","0.662","13","13","14","12","55","49","82","74","7598",""
"12","NCEA Level 3","Gisborne","2015","0","0","0","0.125","0.143","0.875","0.857","0","0","1","1","7","6","8","7","607",""
"12","NCEA Level 3","Gisborne","2016","0","0","0","0","0","1","1","0","0","0","0","4","4","4","4","581",""
"12","NCEA Level 3","Gisborne","2017","0","0","0","0.2","0.2","0.8","0.8","0","0","1","1","4","4","5","5","616",""
"12","NCEA Level 3","Gisborne","2018","0","0.222","0.222","0.111","0.111","0.667","0.667","2","2","1","1","6","6","9","9","584",""
"12","NCEA Level 3","Gisborne","2019","0","0","0","0.143","0.167","0.857","0.833","0","0","1","1","6","5","7","6","567",""
"12","NCEA Level 3","Gisborne","2020","0","0","0","0","0","1","1","0","0","0","0","9","8","9","8","570",""
"12","NCEA Level 3","Gisborne","2021","0","0","0","0.091","0.1","0.909","0.9","0","0","1","1","10","9","11","10","567",""
"12","NCEA Level 3","Gisborne","2022","0","0.083","0.091","0.083","0.091","0.833","0.818","1","1","1","1","10","9","12","11","599",""
"12","NCEA Level 3","Gisborne","2023","0","0.19","0.167","0.095","0.056","0.714","0.778","4","3","2","1","15","14","21","18","583",""
"12","NCEA Level 3","Gisborne","2024","0","0.286","0.25","0.214","0.5","0.5","0.25","4","1","3","2","7","1","14","4","590",""
"12","NCEA Level 3","Hawke's Bay","2015","0","0.05","0.051","0.025","0.026","0.925","0.923","2","2","1","1","37","36","40","39","2068",""
"12","NCEA Level 3","Hawke's Bay","2016","0","0.229","0.229","0.042","0.042","0.729","0.729","11","11","2","2","35","35","48","48","2139",""
"12","NCEA Level 3","Hawke's Bay","2017","0","0.114","0.121","0.029","0.03","0.857","0.848","4","4","1","1","30","28","35","33","2147",""
"12","NCEA Level 3","Hawke's Bay","2018","0","0.367","0.345","0.367","0.379","0.267","0.276","11","10","11","11","8","8","30","29","2140",""
"12","NCEA Level 3","Hawke's Bay","2019","0","0.321","0.321","0.357","0.357","0.321","0.321","9","9","10","10","9","9","28","28","1921",""
"12","NCEA Level 3","Hawke's Bay","2020","0","0.45","0.436","0.15","0.154","0.4","0.41","18","17","6","6","16","16","40","39","2034",""
"12","NCEA Level 3","Hawke's Bay","2021","0","0.143","0.115","0.25","0.269","0.607","0.615","4","3","7","7","17","16","28","26","2099",""
"12","NCEA Level 3","Hawke's Bay","2022","0","0.414","0.414","0.241","0.241","0.345","0.345","12","12","7","7","10","10","29","29","1931",""
"12","NCEA Level 3","Hawke's Bay","2023","0","0.315","0.308","0.185","0.192","0.5","0.5","17","16","10","10","27","26","54","52","2090",""
"12","NCEA Level 3","Hawke's Bay","2024","0","0.404","0.294","0.077","0.118","0.519","0.588","21","10","4","4","27","20","52","34","2162",""
"12","NCEA Level 3","Manawatu-Whanganui","2015","0","0.159","0.161","0.175","0.177","0.667","0.661","10","10","11","11","42","41","63","62","2779",""
"12","NCEA Level 3","Manawatu-Whanganui","2016","0","0.235","0.242","0.25","0.242","0.515","0.515","16","16","17","16","35","34","68","66","2871",""
"12","NCEA Level 3","Manawatu-Whanganui","2017","0","0.058","0.061","0.231","0.245","0.712","0.694","3","3","12","12","37","34","52","49","2847",""
"12","NCEA Level 3","Manawatu-Whanganui","2018","0","0.183","0.193","0.417","0.421","0.4","0.386","11","11","25","24","24","22","60","57","2740",""
"12","NCEA Level 3","Manawatu-Whanganui","2019","0","0.217","0.224","0.267","0.276","0.517","0.5","13","13","16","16","31","29","60","58","2668",""
"12","NCEA Level 3","Manawatu-Whanganui","2020","0","0.268","0.275","0.197","0.188","0.535","0.536","19","19","14","13","38","37","71","69","2766",""
"12","NCEA Level 3","Manawatu-Whanganui","2021","0","0.247","0.247","0.182","0.192","0.571","0.562","19","18","14","14","44","41","77","73","2690",""
"12","NCEA Level 3","Manawatu-Whanganui","2022","0","0.11","0.115","0.308","0.322","0.582","0.563","10","10","28","28","53","49","91","87","2795",""
"12","NCEA Level 3","Manawatu-Whanganui","2023","0","0.149","0.155","0.31","0.31","0.54","0.536","13","13","27","26","47","45","87","84","2716",""
"12","NCEA Level 3","Manawatu-Whanganui","2024","0","0.215","0.225","0.29","0.284","0.495","0.49","23","23","31","29","53","50","107","102","2990",""
"12","NCEA Level 3","Marlborough","2015","0","0.5","0.5","0","0","0.5","0.5","1","1","0","0","1","1","2","2","433",""
"12","NCEA Level 3","Marlborough","2016","0","0","0","0","0","1","1","0","0","0","0","1","1","1","1","435",""
"12","NCEA Level 3","Marlborough","2017","0","0","0","0","0","1","1","0","0","0","0","1","1","1","1","414",""
"12","NCEA Level 3","Marlborough","2018","0","0","0","0.111","0.111","0.889","0.889","0","0","1","1","8","8","9","9","383",""
"12","NCEA Level 3","Marlborough","2019","0","0","0","0","0","1","1","0","0","0","0","3","3","3","3","424",""
"12","NCEA Level 3","Marlborough","2020","0","0","0","0","0","1","1","0","0","0","0","5","4","5","4","440",""
"12","NCEA Level 3","Marlborough","2021","0","0.333","0.333","0.25","0.25","0.417","0.417","4","4","3","3","5","5","12","12","374",""
"12","NCEA Level 3","Marlborough","2022","0","0.083","0.083","0.083","0.083","0.833","0.833","1","1","1","1","10","10","12","12","442",""
"12","NCEA Level 3","Marlborough","2023","0","0","0","0.2","0.2","0.8","0.8","0","0","2","2","8","8","10","10","403",""
"12","NCEA Level 3","Marlborough","2024","0","0.222","0.222","0.111","0.111","0.667","0.667","2","2","1","1","6","6","9","9","447",""
"12","NCEA Level 3","Nelson","2015","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","703",""
"12","NCEA Level 3","Nelson","2016","0","0.333","0.333","0","0","0.667","0.667","1","1","0","0","2","2","3","3","800",""
"12","NCEA Level 3","Nelson","2017","0","0","0","0","0","1","1","0","0","0","0","2","2","2","2","749",""
"12","NCEA Level 3","Nelson","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","694",""
"12","NCEA Level 3","Nelson","2019","0","0","0","0","0","1","1","0","0","0","0","2","2","2","2","699",""
"12","NCEA Level 3","Nelson","2020","0","0","0","0","0","1","1","0","0","0","0","2","2","2","2","712",""
"12","NCEA Level 3","Nelson","2021","0","0.222","0.222","0.222","0.222","0.556","0.556","2","2","2","2","5","5","9","9","722",""
"12","NCEA Level 3","Nelson","2022","0","0.5","0.5","0.167","0.167","0.333","0.333","3","3","1","1","2","2","6","6","700",""
"12","NCEA Level 3","Nelson","2023","0","0.333","0.333","0.333","0.333","0.333","0.333","1","1","1","1","1","1","3","3","706",""
"12","NCEA Level 3","Nelson","2024","0","0","0","0","0","1","1","0","0","0","0","2","1","2","1","747",""
"12","NCEA Level 3","Northland","2015","0","0.036","0.04","0.036","0","0.929","0.96","1","1","1","0","26","24","28","25","1897",""
"12","NCEA Level 3","Northland","2016","0","0","0","0.057","0.061","0.943","0.939","0","0","2","2","33","31","35","33","2014",""
"12","NCEA Level 3","Northland","2017","0","0","0","0","0","1","1","0","0","0","0","20","19","20","19","1987",""
"12","NCEA Level 3","Northland","2018","0","0.077","0.077","0","0","0.923","0.923","1","1","0","0","12","12","13","13","1786",""
"12","NCEA Level 3","Northland","2019","0","0.118","0.118","0.059","0.059","0.824","0.824","2","2","1","1","14","14","17","17","1838",""
"12","NCEA Level 3","Northland","2020","0","0.042","0.042","0.104","0.104","0.854","0.854","2","2","5","5","41","41","48","48","1865",""
"12","NCEA Level 3","Northland","2021","0","0.022","0.024","0","0","0.978","0.976","1","1","0","0","44","40","45","41","1805",""
"12","NCEA Level 3","Northland","2022","0","0.047","0.024","0.093","0.098","0.86","0.878","2","1","4","4","37","36","43","41","1888",""
"12","NCEA Level 3","Northland","2023","0","0.018","0","0","0","0.982","1","1","0","0","0","54","51","55","51","2035",""
"12","NCEA Level 3","Northland","2024","0","0","0","0.077","0.083","0.923","0.917","0","0","2","2","24","22","26","24","1948",""
"12","NCEA Level 3","Otago","2015","0","0","0","0","0","1","1","0","0","0","0","4","4","4","4","2208",""
"12","NCEA Level 3","Otago","2016","0","0.13","0.136","0.043","0.045","0.826","0.818","3","3","1","1","19","18","23","22","2357",""
"12","NCEA Level 3","Otago","2017","0","0.2","0.2","0","0","0.8","0.8","2","2","0","0","8","8","10","10","2434",""
"12","NCEA Level 3","Otago","2018","0","0.25","0.182","0.417","0.455","0.333","0.364","3","2","5","5","4","4","12","11","2299",""
"12","NCEA Level 3","Otago","2019","0","0.385","0.333","0.077","0.083","0.538","0.583","5","4","1","1","7","7","13","12","2290",""
"12","NCEA Level 3","Otago","2020","0","0.333","0.294","0.278","0.294","0.389","0.412","6","5","5","5","7","7","18","17","2291",""
"12","NCEA Level 3","Otago","2021","0","0.409","0.429","0.091","0.095","0.5","0.476","9","9","2","2","11","10","22","21","2331",""
"12","NCEA Level 3","Otago","2022","0","0.304","0.318","0.13","0.136","0.565","0.545","7","7","3","3","13","12","23","22","2258",""
"12","NCEA Level 3","Otago","2023","0","0.36","0.348","0.2","0.217","0.44","0.435","9","8","5","5","11","10","25","23","2456",""
"12","NCEA Level 3","Otago","2024","0","0.438","0.429","0.125","0.143","0.438","0.429","7","6","2","2","7","6","16","14","2524",""
"12","NCEA Level 3","Other","2015","0","0.067","0.067","0.067","0.067","0.867","0.867","1","1","1","1","13","13","15","15","1684",""
"12","NCEA Level 3","Other","2016","0","0.071","0.091","0.071","0","0.857","0.909","1","1","1","0","12","10","14","11","1612",""
"12","NCEA Level 3","Other","2017","0","0.375","0.357","0","0","0.625","0.643","6","5","0","0","10","9","16","14","1566",""
"12","NCEA Level 3","Other","2018","0","0.136","0.15","0.318","0.3","0.545","0.55","3","3","7","6","12","11","22","20","1441",""
"12","NCEA Level 3","Other","2019","0","0","0","0.429","0.25","0.571","0.75","0","0","3","1","4","3","7","4","1617",""
"12","NCEA Level 3","Other","2020","0","0","0","0.188","0.1","0.813","0.9","0","0","3","1","13","9","16","10","1813",""
"12","NCEA Level 3","Other","2021","0","0.083","0.125","0.167","0.125","0.75","0.75","1","1","2","1","9","6","12","8","1901",""
"12","NCEA Level 3","Other","2022","0","0.063","0.077","0.125","0.154","0.813","0.769","1","1","2","2","13","10","16","13","2482",""
"12","NCEA Level 3","Other","2023","0","0.095","0.067","0.286","0.333","0.619","0.6","2","1","6","5","13","9","21","15","2610",""
"12","NCEA Level 3","Other","2024","0","0.063","0","0.063","0.1","0.875","0.9","1","0","1","1","14","9","16","10","2880",""
"12","NCEA Level 3","Southland","2015","0","0.143","0.143","0.071","0.071","0.786","0.786","2","2","1","1","11","11","14","14","1118",""
"12","NCEA Level 3","Southland","2016","0","0","0","0","0","1","1","0","0","0","0","7","4","7","4","1107",""
"12","NCEA Level 3","Southland","2017","0","0","0","0.154","0","0.846","1","0","0","2","0","11","9","13","9","1114",""
"12","NCEA Level 3","Southland","2018","0","0","0","0","0","1","1","0","0","0","0","4","4","4","4","1112",""
"12","NCEA Level 3","Southland","2019","0","0","0","0.333","0.5","0.667","0.5","0","0","1","1","2","1","3","2","1050",""
"12","NCEA Level 3","Southland","2020","0","0.167","0.167","0","0","0.833","0.833","1","1","0","0","5","5","6","6","1084",""
"12","NCEA Level 3","Southland","2021","0","0","0","0","0","1","1","0","0","0","0","4","4","4","4","1129",""
"12","NCEA Level 3","Southland","2022","0","0.125","0.125","0","0","0.875","0.875","1","1","0","0","7","7","8","8","1098",""
"12","NCEA Level 3","Southland","2023","0","0.063","0.067","0","0","0.938","0.933","1","1","0","0","15","14","16","15","1118",""
"12","NCEA Level 3","Southland","2024","0","0.167","0.182","0.167","0.182","0.667","0.636","2","2","2","2","8","7","12","11","1200",""
"12","NCEA Level 3","Taranaki","2015","0","0.172","0.172","0.103","0.103","0.724","0.724","5","5","3","3","21","21","29","29","1463",""
"12","NCEA Level 3","Taranaki","2016","0","0.375","0.387","0.156","0.161","0.469","0.452","12","12","5","5","15","14","32","31","1408",""
"12","NCEA Level 3","Taranaki","2017","0","0.267","0.267","0.067","0.067","0.667","0.667","4","4","1","1","10","10","15","15","1364",""
"12","NCEA Level 3","Taranaki","2018","0","0.389","0.389","0.222","0.222","0.389","0.389","7","7","4","4","7","7","18","18","1349",""
"12","NCEA Level 3","Taranaki","2019","0","0.316","0.316","0.368","0.368","0.316","0.316","6","6","7","7","6","6","19","19","1327",""
"12","NCEA Level 3","Taranaki","2020","0","0.182","0.182","0.227","0.227","0.591","0.591","4","4","5","5","13","13","22","22","1321",""
"12","NCEA Level 3","Taranaki","2021","0","0.2","0.212","0.057","0.061","0.743","0.727","7","7","2","2","26","24","35","33","1335",""
"12","NCEA Level 3","Taranaki","2022","0","0.133","0.133","0.067","0.067","0.8","0.8","4","4","2","2","24","24","30","30","1378",""
"12","NCEA Level 3","Taranaki","2023","0","0.171","0.171","0.073","0.073","0.756","0.756","7","7","3","3","31","31","41","41","1416",""
"12","NCEA Level 3","Taranaki","2024","0","0.123","0.13","0.035","0.037","0.842","0.833","7","7","2","2","48","45","57","54","1473",""
"12","NCEA Level 3","Tasman","2015","0","0","0","0","0","1","1","0","0","0","0","1","1","1","1","461",""
"12","NCEA Level 3","Tasman","2016","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","520",""
"12","NCEA Level 3","Tasman","2017","0","0","0","0","0","1","1","0","0","0","0","3","3","3","3","497",""
"12","NCEA Level 3","Tasman","2018","0","0.5","0.5","0","0","0.5","0.5","1","1","0","0","1","1","2","2","513",""
"12","NCEA Level 3","Tasman","2019","0","0","0","0","0","1","1","0","0","0","0","6","6","6","6","501",""
"12","NCEA Level 3","Tasman","2020","0","0.25","0.25","0.5","0.5","0.25","0.25","1","1","2","2","1","1","4","4","534",""
"12","NCEA Level 3","Tasman","2021","0","0","0","0.25","0.25","0.75","0.75","0","0","1","1","3","3","4","4","525",""
"12","NCEA Level 3","Tasman","2022","0","0.167","0.2","0","0","0.833","0.8","1","1","0","0","5","4","6","5","497",""
"12","NCEA Level 3","Tasman","2023","0","0","0","0","0","1","1","0","0","0","0","9","8","9","8","529",""
"12","NCEA Level 3","Tasman","2024","0","0","0","0","0","1","1","0","0","0","0","5","5","5","5","508",""
"12","NCEA Level 3","Waikato","2015","0","0.19","0.216","0.048","0.054","0.762","0.73","8","8","2","2","32","27","42","37","5209",""
"12","NCEA Level 3","Waikato","2016","0","0.15","0.138","0.083","0.086","0.767","0.776","9","8","5","5","46","45","60","58","5317",""
"12","NCEA Level 3","Waikato","2017","0","0.155","0.171","0.119","0.118","0.726","0.711","13","13","10","9","61","54","84","76","5478",""
"12","NCEA Level 3","Waikato","2018","0","0.136","0.151","0.173","0.164","0.691","0.685","11","11","14","12","56","50","81","73","5280",""
"12","NCEA Level 3","Waikato","2019","0","0.171","0.176","0.197","0.206","0.632","0.618","13","12","15","14","48","42","76","68","5330",""
"12","NCEA Level 3","Waikato","2020","0","0.042","0.045","0.134","0.144","0.824","0.811","5","5","16","16","98","90","119","111","5381",""
"12","NCEA Level 3","Waikato","2021","0","0.136","0.121","0.088","0.095","0.776","0.784","17","14","11","11","97","91","125","116","5543",""
"12","NCEA Level 3","Waikato","2022","0","0.173","0.156","0.135","0.146","0.692","0.698","18","15","14","14","72","67","104","96","5568",""
"12","NCEA Level 3","Waikato","2023","0","0.25","0.245","0.202","0.202","0.548","0.553","26","23","21","19","57","52","104","94","5617",""
"12","NCEA Level 3","Waikato","2024","0","0.312","0.216","0.065","0.054","0.624","0.73","29","16","6","4","58","54","93","74","6064",""
"12","NCEA Level 3","Wellington","2015","0","0.316","0.297","0.079","0.081","0.605","0.622","12","11","3","3","23","23","38","37","5644",""
"12","NCEA Level 3","Wellington","2016","0","0.298","0.304","0.064","0.065","0.638","0.63","14","14","3","3","30","29","47","46","5886",""
"12","NCEA Level 3","Wellington","2017","0","0.323","0.333","0.065","0.067","0.613","0.6","10","10","2","2","19","18","31","30","5959",""
"12","NCEA Level 3","Wellington","2018","0","0.191","0.2","0.213","0.2","0.596","0.6","9","9","10","9","28","27","47","45","5811",""
"12","NCEA Level 3","Wellington","2019","0","0.189","0.196","0.264","0.275","0.547","0.529","10","10","14","14","29","27","53","51","5818",""
"12","NCEA Level 3","Wellington","2020","0","0.224","0.226","0.284","0.306","0.493","0.468","15","14","19","19","33","29","67","62","5963",""
"12","NCEA Level 3","Wellington","2021","0","0.204","0.221","0.269","0.291","0.527","0.488","19","19","25","25","49","42","93","86","5915",""
"12","NCEA Level 3","Wellington","2022","0","0.116","0.134","0.232","0.206","0.652","0.66","13","13","26","20","73","64","112","97","5837",""
"12","NCEA Level 3","Wellington","2023","0","0.186","0.198","0.137","0.146","0.676","0.656","19","19","14","14","69","63","102","96","6137",""
"12","NCEA Level 3","Wellington","2024","0","0.25","0.275","0.158","0.174","0.592","0.551","19","19","12","12","45","38","76","69","6315",""
"12","NCEA Level 3","West Coast","2015","0","0","0","0","0","1","1","0","0","0","0","3","3","3","3","292",""
"12","NCEA Level 3","West Coast","2016","0","0","0","0","0","1","1","0","0","0","0","2","1","2","1","267",""
"12","NCEA Level 3","West Coast","2017","0","0","0","0","0","1","1","0","0","0","0","3","2","3","2","326",""
"12","NCEA Level 3","West Coast","2018","0","0","0","0","0","1","1","0","0","0","0","2","2","2","2","282",""
"12","NCEA Level 3","West Coast","2019","0","0","0","0","0","1","1","0","0","0","0","1","1","1","1","262",""
"12","NCEA Level 3","West Coast","2020","0","0","0","0","0","1","1","0","0","0","0","6","6","6","6","270",""
"12","NCEA Level 3","West Coast","2021","0","0","0","0","0","1","1","0","0","0","0","10","10","10","10","267",""
"12","NCEA Level 3","West Coast","2022","0","0","0","0","0","1","1","0","0","0","0","17","17","17","17","299",""
"12","NCEA Level 3","West Coast","2023","0","0","0","0","0","1","1","0","0","0","0","8","7","8","7","271",""
"12","NCEA Level 3","West Coast","2024","0","0","0","0","0","1","1","0","0","0","0","8","7","8","7","308",""
"12","University Entrance","Auckland","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","79","75","18722",""
"12","University Entrance","Auckland","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","75","72","19335",""
"12","University Entrance","Auckland","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","75","73","19296",""
"12","University Entrance","Auckland","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","61","59","18508",""
"12","University Entrance","Auckland","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","68","68","18779",""
"12","University Entrance","Auckland","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","108","107","18909",""
"12","University Entrance","Auckland","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","124","120","19178",""
"12","University Entrance","Auckland","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","100","99","19373",""
"12","University Entrance","Auckland","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","70","60","20453",""
"12","University Entrance","Auckland","2024","0","0","0","0","0","0","0","0","0","0","0","0","0","67","63","21814",""
"12","University Entrance","Bay of Plenty","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","52","52","3497",""
"12","University Entrance","Bay of Plenty","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","37","35","3624",""
"12","University Entrance","Bay of Plenty","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","47","47","3586",""
"12","University Entrance","Bay of Plenty","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","46","45","3539",""
"12","University Entrance","Bay of Plenty","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","38","38","3395",""
"12","University Entrance","Bay of Plenty","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","42","42","3546",""
"12","University Entrance","Bay of Plenty","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","41","40","3731",""
"12","University Entrance","Bay of Plenty","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","52","50","3545",""
"12","University Entrance","Bay of Plenty","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","38","37","3691",""
"12","University Entrance","Bay of Plenty","2024","0","0","0","0","0","0","0","0","0","0","0","0","0","48","47","3867",""
"12","University Entrance","Canterbury","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","12","10","6365",""
"12","University Entrance","Canterbury","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","29","28","6721",""
"12","University Entrance","Canterbury","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","24","23","6665",""
"12","University Entrance","Canterbury","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","11","10","6817",""
"12","University Entrance","Canterbury","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","18","18","6615",""
"12","University Entrance","Canterbury","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","19","18","6793",""
"12","University Entrance","Canterbury","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","17","16","6874",""
"12","University Entrance","Canterbury","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","24","24","6781",""
"12","University Entrance","Canterbury","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","25","25","7243",""
"12","University Entrance","Canterbury","2024","0","0","0","0","0","0","0","0","0","0","0","0","0","29","28","7598",""
"12","University Entrance","Gisborne","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","607",""
"12","University Entrance","Gisborne","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","581",""
"12","University Entrance","Gisborne","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","616",""
"12","University Entrance","Gisborne","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","584",""
"12","University Entrance","Gisborne","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","567",""
"12","University Entrance","Gisborne","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","570",""
"12","University Entrance","Gisborne","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","567",""
"12","University Entrance","Gisborne","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","599",""
"12","University Entrance","Gisborne","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","583",""
"12","University Entrance","Gisborne","2024","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","590",""
"12","University Entrance","Hawke's Bay","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","22","22","2068",""
"12","University Entrance","Hawke's Bay","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","35","35","2139",""
"12","University Entrance","Hawke's Bay","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","17","17","2147",""
"12","University Entrance","Hawke's Bay","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","23","22","2140",""
"12","University Entrance","Hawke's Bay","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","23","23","1921",""
"12","University Entrance","Hawke's Bay","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","23","22","2034",""
"12","University Entrance","Hawke's Bay","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","18","17","2099",""
"12","University Entrance","Hawke's Bay","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","18","18","1931",""
"12","University Entrance","Hawke's Bay","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","17","17","2090",""
"12","University Entrance","Hawke's Bay","2024","0","0","0","0","0","0","0","0","0","0","0","0","0","18","17","2162",""
"12","University Entrance","Manawatu-Whanganui","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","50","50","2779",""
"12","University Entrance","Manawatu-Whanganui","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","64","63","2871",""
"12","University Entrance","Manawatu-Whanganui","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","32","30","2847",""
"12","University Entrance","Manawatu-Whanganui","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","50","49","2740",""
"12","University Entrance","Manawatu-Whanganui","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","50","48","2668",""
"12","University Entrance","Manawatu-Whanganui","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","46","46","2766",""
"12","University Entrance","Manawatu-Whanganui","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","44","43","2690",""
"12","University Entrance","Manawatu-Whanganui","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","46","46","2795",""
"12","University Entrance","Manawatu-Whanganui","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","43","43","2716",""
"12","University Entrance","Manawatu-Whanganui","2024","0","0","0","0","0","0","0","0","0","0","0","0","0","54","53","2990",""
"12","University Entrance","Marlborough","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","433",""
"12","University Entrance","Marlborough","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","435",""
"12","University Entrance","Marlborough","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","414",""
"12","University Entrance","Marlborough","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","383",""
"12","University Entrance","Marlborough","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","424",""
"12","University Entrance","Marlborough","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","440",""
"12","University Entrance","Marlborough","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7","374",""
"12","University Entrance","Marlborough","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","442",""
"12","University Entrance","Marlborough","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","403",""
"12","University Entrance","Marlborough","2024","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","447",""
"12","University Entrance","Nelson","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","703",""
"12","University Entrance","Nelson","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","800",""
"12","University Entrance","Nelson","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","749",""
"12","University Entrance","Nelson","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","694",""
"12","University Entrance","Nelson","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","699",""
"12","University Entrance","Nelson","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","712",""
"12","University Entrance","Nelson","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","722",""
"12","University Entrance","Nelson","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","700",""
"12","University Entrance","Nelson","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","706",""
"12","University Entrance","Nelson","2024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","747",""
"12","University Entrance","Northland","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","7","5","1897",""
"12","University Entrance","Northland","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","2014",""
